"258","23","Rindl","0"
"259","23","Chäppeli","0"
"260","23","ds Chäppi","0"
"261","23","Houdi","0"
"262","23","Das Ende","0"
"263","24","Groschen","0"
"264","24","Zehner","0"
"265","24","Zechner","0"
"266","24","Zehnerle/Zehnale","0"
"267","24","Zehnerla","0"
"268","24","Zehnerl","0"
"269","24","Zehnerli/Zähnerli","0"
"270","24","Zähni","0"
"271","24","10-Cent (-Stück)","0"
